URL ,Followers
https://www.instagram.com/barackobama,34900000
https://www.instagram.com/joebiden/,17600000
https://www.instagram.com/kamalaharris/,16100000
https://www.instagram.com/aoc/,8600000
https://www.instagram.com/berniesanders/,6700000
https://www.instagram.com/realdonaldtrump/,23700000
https://www.instagram.com/schwarzenegger/,22100000
https://www.instagram.com/mikepence/,1600000
https://www.instagram.com/georgewbush/,1500000
https://www.instagram.com/marcorubiofla/,989000
